,store_location,store_name,store_address,phone_number
337,충청남도,청수점,충청남도 천안시 동남구 풍세로 932 ,041-567-4241
338,충청남도,입장점,충청남도 천안시 서북구 입장면 입장로 121 초원상가6-103호 ,041-584-5694
339,충청남도,쌍용봉명점,충청남도 천안시 서북구 봉서5길 18 ,041-579-9990
340,충청남도,백석점,"충청남도 천안시 서북구 백석4길 12, 103호",041-523-9288
341,충청남도,쌍용월봉점,충청남도 천안시 서북구 월봉4로 140-16 월봉태영아파트상가 107호 ,041-571-9292
342,충청남도,쌍용능수점,충청남도 천안시 서북구 쌍용16길 54-1 ,041-571-9692
343,충청남도,북면중앙점,충청남도 천안시 동남구 북면 상동리 86-14 중앙아파트 상가 16호 ,041-555-7874
344,충청남도,성환점,충청남도 천안시 서북구 성환읍 성환중앙로 47 ,041-581-9369
345,충청남도,직산점,충청남도 천안시 서북구 성거읍 봉주로 111 ,041-583-6161
346,충청남도,차암공단점,충청남도 천안시 서북구 직산읍 2공단5로 169 대림상가 105호 ,041-621-9292
347,충청남도,두정1점,충청남도 천안시 서북구 늘푸른5길 22 골드프라자 110호 ,041-551-3392
348,충청남도,성정점,충청남도 천안시 서북구 서부16길14,041-575-5457
349,충청남도,신부점,충청남도 천안시 동남구 터미널2로 29 ,041-563-9292
350,충청남도,남부점,충청남도 천안시 동남구 풍세로 769-28,041-592-9245
351,충청남도,10단지점,충청남도 천안시 서북구 봉서산샛길 64 상가102호 ,041-578-5592
352,전라북도,효자점,전북 전주시 완산구 성지산로 61-4 ,063-228-1999
353,전라북도,조촌점,전북 군산시 조촌로 68 (조촌동),063-451-7666
354,전라북도,정읍수성점,전북 정읍시  중앙로95(수성동),063-535-3773
355,전라북도,익산영등점,전북 익산시 고봉로22길 31 (영등동),063-852-9982
356,전라북도,수송점,전북 군산시 월명로 305(수송동),063-466-7666
357,전라북도,산북소룡점,전북 군산시 칠성안1길 17(산북동 104호),063-471-9282
358,전라북도,미장점,전북 군산시 미장남로 36(미장동),063-468-9282
359,전라북도,미룡군산대점,전북 군산시 미제1길 6(미룡동),063-462-9299
360,전라북도,만경점,전북 김제시 만경읍 만경로 804,063-545-3286
361,전라북도,나운지곡점,전북 군산시 신평길 33-2(지곡동),063-463-9285
362,전라북도,나운1점,전북 군산시 상나운로 86(나운동),063-463-8292
363,전라북도,김제점,전북 김제시 동서로 133(요촌동),063-542-8292
364,전라북도,김제신풍점,전북 김제시 검산택지5길 21-7(검산동),063-544-9282
365,전라남도,회진점,전남 장흥군 회진면 회진중앙길 16-19,061-867-7888
366,전라남도,홍농점,전남 영광군 홍농읍 홍농로 457-9,061-356-4848
367,전라남도,현산점,전남 해남군 현산면 탑동리길 5(6),061-533-4858
368,전라남도,해남화원점,전남 해남군 화원면 금평리 236-3,061-532-1353
369,전라남도,해남점,전남 해남군 해남읍 해남로 4,061-533-3133
370,전라남도,한라삼호점,전남 영암군 삼호읍 신항로 80(2층),061-462-6636
371,전라남도,하당점,전남 목포시 하당로30번길 12(상동),061-284-2004
372,전라남도,퀸스빌점,전남 영암군 삼호읍 삼호중앙로 129 (퀸스빌2차아파트 상가 101동 102호),061-462-9289
373,전라남도,창평점,전남 담양군 창평면 의병로 137,061-383-7900
374,전라남도,진도점,전남 진도군 진도읍 남동리 쌍정2길 30,061-542-3939
375,전라남도,진도녹진점,전남 진도군 군내면 진도대로 8444,061-542-7889
376,전라남도,중동점,전남 광양시 진등길 10(중동),061-793-8599
377,전라남도,용해점,전남 목포시 용당로 271-1(용해동),061-277-3168
378,전라남도,오성점,전남 광양시 광양읍 대림오성로 112,061-763-9550
379,전라남도,영광점,전남 영광군 영광읍 중앙로2길 12-15,061-351-9944
380,전라남도,연향점,"전남 순천시 연향 번영 6길 10, 1층(연향동)",061-722-3392
381,전라남도,압해도,전남 신안군 압해면 압해로 889,061-271-1618
382,전라남도,안좌도점,"전남 신안군 안좌면 김환기길 1-2,1층",061-261-8855
383,전라남도,신안인스빌점,"전남 목포시 삼학로 363, 상가동 113호(용해동)",061-277-9282
384,전라남도,순천대학점,"전남 순천시 중앙로 270,1층(석현동)",061-751-2651
385,전라남도,송지점,전남 해남군 송지면 산정1길 92,061-535-5554
386,전라남도,선원무선점,전남 여수시 무선중앙로 64(선원동),061-684-8292
387,전라남도,서면용당점,전남 순천시 서면 강청길 88(1층),061-753-8295
388,전라남도,상동점,전남 목포시 상리로1번길 16(상동),061-274-3999
389,전라남도,산정점,전남 목포시 고하대로 656(산정동),062-278-0090
390,전라남도,법성점,전남 영광군 법성면  연우로4(법성리),061-356-8185
391,전라남도,미평점,전남 여수시 미평로 52 1층(미평동),061-651-9166
392,전라남도,문수점,전남 여수시 문수로 72(문수동),061-651-3886
393,전라남도,무안점,"전남 무안군 무안읍 면성2길 55(3,4)",061-453-7077
394,전라남도,동정점,전남 여수시 하멜로 18(고소동),061-654-9292
395,전라남도,돌산점,전남 여수시 돌산읍 강남8길 30(돌산1차청솔아파트 상가동 102호),061-644-2777
396,전라남도,도초비금점,전남 신안군 도초면 불섬길 85-12,061-275-6622
397,전라남도,덕양점,전남 여수시 소라면 주삼덕양로 3,061-683-8352
398,전라남도,대불점,전남 영암군 삼호읍 대불주거1로5길 17,061-462-0092
399,전라남도,담양대치점,전남 담양군 대전면 추성1로 162,061-383-2252
400,전라남도,남창점,전남 해남군 북평면 볼무당길 5,061-533-0805
401,전라남도,남악점,"전남 무안군 삼향읍 남악5로46번길 22, 111호(황금먹거리장터)",061-984-8292
402,전라남도,국동점,전남 여수시 국동 994-3,061-642-5272
403,전라남도,광영점,전남 광양시 광영로 97(광영동),061-794-9982
404,전라남도,광양점,전남 광양시 광양읍 호북길22,061-762-8154
405,전라남도,곡성점,전남 곡성군 곡성읍 중앙로 141,061-363-7870
406,전라남도,거문도점,전남 여수시 삼산면 삼호교길 8(제1호),061-665-7401
407,전라남도,강진점,전남 강진군 강진읍 영랑로3길 10,061-434-7722
408,울산광역시,매곡월드점,"울산광역시 북구 매산로 35, 101호(매곡동, 매곡동월드프라자)",052-298-3005
409,울산광역시,천곡점,"울산광역시 북구 관문길 6-1, 지상1층(천곡동)",052-292-9298
410,울산광역시,쌍용아진점,"울산광역시 북구 신답로40, 102(상안동,지팝프라자)",052-282-9255
411,울산광역시,호계점,울산 북구 호계동 255-8,052-286-9984
412,울산광역시,화봉점,울산광역시 북구 두부곡 7길 1,052-287-9007
413,울산광역시,서동점(울산),"울산 중구 병영성 3길 9(서동,1층)",052-293-9222
414,울산광역시,반구점,울산 중구 화합로 395(반구동),052-285-0272
415,울산광역시,학성점,울산 중구 학성동 189-1,052-297-0067
416,울산광역시,중구점,"울산광역시 중구 동헌길 79, 1층(교동)",052-244-7484
417,울산광역시,태화점,울산 중구 신기2길 4(태화동),052-245-1220
418,울산광역시,다운점,울산광역시 중구 운곡8길 48(다운동),052-222-2597
419,울산광역시,구영현대점,"울산광역시 울주군 범서읍 점촌4길 37,2호(현대1차상가)",052-211-1236
420,울산광역시,천상점,울산 울주군 범서읍 천상2길 15,052-910-9292
421,울산광역시,무거점,"울산광역시 남구 신복로 13, 1층(무거동)",052-222-9288
422,울산광역시,옥동점,울산광역시 남구 문수로 369번길 10-1(옥동),052-269-9293
423,울산광역시,명촌점,"울산광역시 북구 명촌로 81, 1층(명촌동)",052-289-1400
424,울산광역시,양정점,"울산광역시 북구 염포로 555(양정동,1층)",052-287-9236
425,울산광역시,성내점,울산 북구 염포동 997-17,052-288-4155
426,울산광역시,남목점,울산 동구 미포2길 50(동부동),052-235-9446
427,울산광역시,전하1호점,"울산광역시 동구 전하로 8, 1층(전하동",052-234-3467
428,울산광역시,일산점,울산광역시 동구 방어진순환도로 709(일산동),052-235-3133
429,울산광역시,방어진점,울산광역시 동구 동진2길 17(방어동),052-201-9338
430,울산광역시,삼산점,울산 남구 삼산동 삼산중로 114번로 23,052-260-8293
431,울산광역시,달동점,울산 남구 삼산로 254번길 23,052-257-7111
432,울산광역시,신정1호점,울산광역시 남구 월평로 69(신정동),052-261-0321
433,울산광역시,봉월점,울산광역시 남구 봉월로 8번길 17(신정동),052-227-2379
434,울산광역시,야음점,울산 남구 야음동 459-52,052-267-9292
435,울산광역시,야음변전소점,울산광역시 남구 처용로 26번길 10(야음동),052-275-4606
436,울산광역시,덕하점,울산광역시 울주군 청량면 삼정로 769,052-268-7943
437,울산광역시,덕신점,"울산광역시 울주군 온산읍 신온8길 18, 1층 102호",052-238-1882
438,울산광역시,남창점,"울산 울주군 온양읍 온양로 155,1층",052-239-8292
439,울산광역시,진하점,"울산광역시 울주군 서생면 진하길 13, 가동",052-238-2201
440,울산광역시,나사리점,울산광역시 울주군 서생면 나사해안길 61-1,052-238-3355
441,울산광역시,훼미리점,울산 울주군 상북면 궁근정리 846-14 진우훼미리상가 102,052-264-5848
442,울산광역시,언양점,울산 울주군 언양읍 남문길 14,052-263-9222
443,울산광역시,중남점,울산 울주군 삼남면 신화리 1481-15,052-264-6022
444,세종특별자치시,연동점,세종특별자치시 연동면 청연로 655,044-865-9911
445,세종특별자치시,전동점,세종특별자치시 전동면 운주산로 346,044-858-8883
446,부산광역시,두구점,부산광역시 금정구 두구로 47(두구동),051-508-4999
447,부산광역시,남산점,부산 금정구 남산동 27-50,051-515-9996
448,부산광역시,부산외대점,부산광역시 금정구 남산로 2-1(남산동),051-517-9989
449,부산광역시,명륜점,"부산광역시 동래구 시실로 50-4, 1층(명륜동,광일빌딩)",051-553-9289
450,부산광역시,길천점,부산 기장군 장안읍 길천리 224-5,051-727-3097
451,부산광역시,좌천점,부산 기장군 장안읍 좌천리 202-6,051-727-0807
452,부산광역시,일광점,부산광역시 기장군 일광면 삼성리 33-1,051-722-1515
453,부산광역시,기장점,부산광역시 기장군 기장읍 차성로 288번길 66,051-721-5577
454,부산광역시,반송본점,부산광역시 해운대구 반송동 62-344,051-543-7992
455,부산광역시,서동점(부산),부산 금정구 서동 205-13,051-531-2557
456,부산광역시,명장2호점,"부산광역시 동래구 반송로 339번길 8, 1동 101호(명장동,협진태양아파트상가)",051-552-9285
457,부산광역시,강동점,부산 강서구 강동동 112-4,051-971-1244
458,부산광역시,공항점,부산광역시 강서구 공항로 811번길 65(대저2동),051-971-9282
459,부산광역시,덕포1호점,부산광역시 사상구 사상로 326(덕포동),051-302-8181
460,부산광역시,감전점,부산 사상구 새벽로 167번길 8(감전동),051-325-2115
461,부산광역시,스마트W개금점,"부산광역시 부산진구 가야대로 411, 1층 105호(개금동,개금역스마트더블유)",051-893-1116
462,부산광역시,개금엘지점,"부산광역시 부산진구 백양대로 309(개금동,(1층))",051-896-4480
463,부산광역시,개금주공점,"부산광역시 부산진구 백양대로 136번길 37-9,1층(당감동,당평교회)",051-891-2577
464,부산광역시,금곡점,"부산광역시 북구 금곡대로 470번길 35,105(금곡동,유림상가)",051-361-4148
465,부산광역시,화명점,부산 북구 화명1동 1130-9,051-341-3392
466,부산광역시,구포시장점,부산광역시 북구 구포시장길 44(구포동),051-337-7377
467,부산광역시,구포3호점,부산광역시 북구 시랑로 72-1(구포동),051-336-1244
468,부산광역시,덕천점,부산 북구 덕천동 의성로 115번길 3,051-338-9977
469,부산광역시,만덕점,부산 북구 만덕2로 32(만덕동),051-331-5877
470,부산광역시,온천장본점,부산광역시 동래구 금강로 90(온천동),051-556-9233
471,부산광역시,장전점,부산광역시 금정구 금정로 149번길 8(장전동),051-583-6262
472,부산광역시,미남점,"부산광역시 동래구 여고북로 109 (온천동,1층)",051-503-8292
473,부산광역시,사직국민시장점,"부산광역시 동래구 사직북로 63번길 33-1,1층(사직동)",051-501-1812
474,부산광역시,사직운동장점,부산 동래구 사직동 여고로 5,051-505-9283
475,부산광역시,거제점,부산 연제구 아시아드대로 46번길 7(거제동),051-502-9943
476,부산광역시,연산본점,부산광역시 연제구 쌍미천로 126(연산동),051-851-1253
477,부산광역시,망미배산점,부산 연제구 망미1동 831-26번지,051-751-0026
478,부산광역시,전포점,"부산 부산진구 전포동 전포대로294,2-101(전포동한신상가)",051-804-9280
479,부산광역시,범천점,부산광역시 진구 범천1동 850-1,051-637-8222
480,부산광역시,문현2호점,부산광역시 남구 전포대로 77번길 9-2(문현동),051-631-2568
481,부산광역시,못골점,부산 남구 대연동 1604-8,051-646-6077
482,부산광역시,문현점,부산 남구 문현동 351-6,051-635-9294
483,부산광역시,감만점,부산 남구 감만동 146-1,051-631-9288
484,부산광역시,대연본점,부산광역시 남구 석포로 79(대연동),051-622-9254
485,부산광역시,용호시장점,"부산광역시 남구 용호로 190, 1층(용호동)",051-623-0202
486,부산광역시,용호점,부산광역시 남구 동명로 121(용호동),051-611-9201
487,부산광역시,메트로시티점,"부산광역시 남구 신선로 566, 401동 152호(용호동,GS하이츠자이)",051-622-0022
488,부산광역시,경성부경대점,부산 남구 대연3동 555-7,051-622-2345
489,부산광역시,대연1호점,부산 남구 대연동 290-11,051-625-1331
490,부산광역시,남천점,"부산광역시 수영구 남천동로9번길 4, 1층(남천동)",051-624-69624
491,부산광역시,광안점,부산 수영구 광안동  537-2 ,051-757-7781
492,부산광역시,수비점,"부산광역시 해운대구 해운대로 383번 가길 19, 101호(우동, 삼진그린아파트상가)",051-818-7272
493,부산광역시,송정점,부산 해운대구 송정동 200-19,051-704-7977
494,부산광역시,신도시2호점,부산 해운대구 좌동 1288 대동타운분산상가 203,051-701-3331
495,부산광역시,우동1호점,부산 해운대구 우동1로 58(우동),051-742-7860
496,부산광역시,수영점,부산광역시 수영구 수영로 725번길 14(수영동),051-757-4004
497,부산광역시,민락점,"부산 수영구 민락동 110-8 롯데캐슬자이언트아파트상가
 107-115",051-753-9282
498,부산광역시,망미점,부산광역시 수영구 구락로 85-2,051-758-7747
499,부산광역시,재송점,부산광역시 해운대구 재송1로 54,051-784-1801
500,부산광역시,장산점,부산 해운대구 반여동 재반로 242번길 20,051-782-3392
501,부산광역시,반여점,부산광역시 해운대구 반여로 167번길 70(반여동),051-524-0238
502,부산광역시,안락점,부산광역시 동래구 충렬대로 428번길 50(안락동),051-525-1105
503,부산광역시,연산토곡점,부산광역시 연제구 과정로 269-1(연산동),051-868-9011
504,부산광역시,학장점,부산 사상구 학장동 574-111 삼성아파트상가 1-102,051-316-1999
505,부산광역시,엄궁점,"부산광역시 사상구 엄궁북로 40, (엄궁동,롯데캐슬리버)",051-311-1122
506,부산광역시,명지오션점,부산 강서구 명지동 롯데캐슬상가 B동 102호,051-271-1922
507,부산광역시,하단1호점,"부산광역시 사하구 하신번영로 360(하단동, 1층 우측)",051-293-9266
508,부산광역시,가락새신평점,부산 사하구 하신번영로 171(신평동) 31,051-201-3101
509,부산광역시,장림점,부산 사하구 장림동 604-209,051-264-5959
510,부산광역시,다대자유점,"부산광역시 사하구 다대로 617, 상가동 102호(다대동, 자유아파트)",051-261-9955
511,부산광역시,다대점,부산광역시 사하구 다대로 397(다대동),051-263-5567
512,부산광역시,신평점,부산 사하구 신평1동 33-168  24/1,051-206-1097
513,부산광역시,당리점,부산 사하구 당리동 324-27,051-294-8292
514,부산광역시,괴정1호점,부산 사하구 까치고개로 10(괴정동),051-207-7227
515,부산광역시,동해점,부산 서구 남부민동 33-6 흥아맨션 307호 ,051-255-8228
516,부산광역시,감천점,"부산광역시 사하구 감천로 111, 1층(감천동)",051-201-1235
517,부산광역시,동삼점,부산광역시 영도구 동삼로 77(동삼동),051-404-9282
518,부산광역시,청학점,"부산광역시 영도구 청학로 32, 4층 2호(청학동)",051-413-4423
519,부산광역시,초량본점,부산 동구 초량동 460-5 ,051-463-2167
520,부산광역시,수정1호점,부산광역시 동구 수정로 18(수정동),051-441-9985
521,부산광역시,범천2호점,"부산광역시 부산진구 가야대로 702, 101동 103호(범천동, 서면 e-편한세상상가)",051-803-1992
522,부산광역시,주례점,부산 사상구 가야대로 306번길 69(주례동),051-315-9292
523,부산광역시,가야점,부산 부산진구 가야대로 589번길 3(가야동),051-891-0787
524,부산광역시,당감1호점,부산광역시 부산진구 백양순환로 105(부암동),051-894-3999
525,부산광역시,부암점,"부산광역시 부산진구 시민공원로 19번길 38-6(부암동,1층)",051-806-6266
526,부산광역시,하마정점,부산 부산진구 양정동 447-9,051-865-9246
527,대전광역시,한남대점,대전 대덕구 한남로 28 ,042-624-9100
528,대전광역시,어은점,대전 유성구 어은로48번길 9-5 ,042-861-9255
529,대전광역시,법동점,대전 대덕구 계족로663번길 23 ,042-633-0792
530,대전광역시,신탄로하스점,대전 대덕구 대덕대로 1583 ,042-936-2000
531,대전광역시,신성점,대전 유성구 신성로62번길 38,042-861-9222
532,대전광역시,원신흥점,대전 유성구 원신흥남로 58,042-826-4492
533,대전광역시,비래가양점,대전 대덕구 우암로 412,042-621-9982
534,대전광역시,부사점,대전 중구 대종로316번길 2,042-253-3588
535,대전광역시,둔산녹원점,대전 서구 계룡로491번길 28,042-487-2955
536,대전광역시,둔산타임월드점,대전 서구 갈마역로 10,042-471-6656
537,대전광역시,전민점,대전 유성구 전민로38번길 33,042-861-9005
538,대전광역시,도마점,대전 서구 도솔로 137,042-528-9238
539,대전광역시,관평점,대전 유성구 테크노1로 12-22,042-671-2100
540,대전광역시,월평3점,대전 서구 월평중로 50,042-383-7000
541,대전광역시,성남점,대전 동구 성남로 28,042-673-9044
542,대전광역시,둔산1점,대전 서구 둔산북로 175,042-482-7979
543,대전광역시,중리점,대전 대덕구 중리남로 48,042-622-9266
544,대전광역시,송촌2점,대전 대덕구 동춘당로54번길 40-6,042-622-9233
545,대전광역시,갈마점,대전 서구 갈마중로7번길 29,042-525-5163
546,대전광역시,신인점,대전 동구 계족로 87,042-283-4338
547,대전광역시,신탄1점,대전 대덕구 덕암로 222,042-933-1212
548,대전광역시,용운점,대전 동구 용운로147번길 123,042-284-8266
549,대전광역시,보문점,대전 중구 충무로 73,042-254-9942
550,대전광역시,대전삼성점,대전 동구 현암로 36,042-621-1504
551,대전광역시,대화점,대전 대덕구 동심1길 172,042-633-5592
552,대전광역시,관저1점,대전 서구 도안남로 148,042-545-3392
553,대전광역시,한밭점,대전 중구 보문산로 31,042-585-1188
554,대전광역시,태평점,대전 중구 수침로55번길 7,042-525-6720
555,대전광역시,용두점,대전광역시 중구 중앙로 13번길 63,042-256-9595
556,대전광역시,목동점,대전광역시 중구 목중로19번길 7,042-222-2092
557,대전광역시,송촌1점,대전광역시 대덕구 계족로690번길 21 선비마을1단지상가 104,042-672-9911
558,대전광역시,노은1점,대전광역시 유성구 은구비로 18,042-476-9223
559,대전광역시,장대점,대전광역시 유성구 문화원로14번길 9,042-822-9202
560,대전광역시,월평1점,대전광역시 서구 월평새뜸로8번길 50,042-485-0145
561,대전광역시,괴정점,대전광역시 서구 도산로369번길 91,042-536-0124
562,대전광역시,산호점,대전광역시광역시 서구 계룡로571번길 65 상가 103호,042-488-2285
563,대전광역시,둔산삼천점,대전광역시광역시 서구 둔산북로 215,042-482-1363
564,광주광역시,하남점,광주광역시 광산구 월곡반월로 28(월곡동 1동),062-951-5912
565,광주광역시,풍암금호점,"광주 서구 풍금로 39, 1층 101호(풍암동)",062-652-9282
566,광주광역시,주월점,광주 남구 서문대로 749번길 15-1(주월동),062-673-7334
567,광주광역시,일곡점,광주 북구 설죽로 585-1(일곡동),062-572-9600
568,광주광역시,운암동림점,광주 북구 운암1동 930-8,062-531-4898
569,광주광역시,용두.첨단2지구점,광주광역시 북구 임방울대로1041번길 24(용두동 1층),062-574-8292
570,광주광역시,송하풍암점,광주 남구 송하동 258-7,062-676-9252
571,광주광역시,송정점,"광주광역시 광산구 송도로 319, 1층(송정동)",062-941-9979
572,광주광역시,문흥1점,광주 북구 대천로 139번길 8-7(문흥동),062-267-8511
573,광주광역시,두암타운점,광주 동구 산수동 밤실로 147 (두암타운상가 105호),062-261-2962
574,경상북도,천마점,경북 경주시 외동읍 구어리 171번지,054-746-2676
575,경상북도,모동점,경북 상주시 모동면 용호1길 25,054-536-9282
576,경상북도,영주1호점,경북 영주시 대학로 261번길 36(가흥동),054-631-7711
577,경상북도,안계점,경북 의성군 안계면 안계길 118,054-862-6999
578,경상북도,신안점,경북 안동시 안막동 69-9,054-852-4273
579,경상북도,옥동점,경북 안동시 옥동768-1 세영APT 상가동 104호,054-843-0303
580,경상북도,단촌점,경북 의성군 단촌면 하화리 1123-3,054-833-2495
581,경상북도,금성점,경북 의성군 금성면 대리 63-1,054-832-2515
582,경상북도,의성점,경북 의성군 의성읍 후죽리185-5,054-832-1230
583,경상북도,의성역점,경북 의성군 의성읍 후죽리 477-2,054-832-1230
584,경상북도,성동점,경북 상주시 성동 193 - 3 번지,054-536-1442
585,경상북도,낙양점,경북 상주시 낙양동 199-1,054-535-0599
586,경상북도,사벌점,경북 상주시 사벌면 덕담리 444,054-534-9255
587,경상북도,청리점,경북 상주시 청리면 원장리858-3,054-533-1840
588,경상북도,휴천점,경북 영주시 영주로 330번길 56(휴천동),054-636-9636
589,경상북도,진보점,경북 청송군 진보면 진안79-2,054-653-8893
590,경상북도,점촌점,경북 문경시 모전동 52-9,054-552-5882
591,경상북도,예천점,경북 예천군 예천읍 효자로 65,054-653-8892
592,경상북도,법원점,경상북도 포항시 북구 법원로 154 (양덕동),054)-252-9946
593,경상북도,평해점,경북 울진군 평해읍 평해리 58 2층,054-787-8483
594,경상북도,황성점,경북 경주시 용담로 116번길  61-5    103동  101호 신흥2차,054-773-5408
595,경상북도,시래점,경북 경주시 구매3길 28(시래동),054-771-7980
596,경상북도,안강점,경북 경주시 안강읍 양월5리1199-14,054-761-0087
597,경상북도,보문점,경북 경주시 신평동 150-9,054-748-7484
598,경상북도,황오점,경북 경주시 황오동 원효로 174,054-745-7501
599,경상북도,천북점,경북 경주시 천북면 오야리 한백길70-18,054-745-4080
600,경상북도,영덕점,경북 영덕군 영덕읍 남석1리  148,054-732-1313
601,경상북도,영천점,경북 영천시 야사동 283-38,054-334-9709
602,경상북도,오천점,경북 포항시 남구오천읍용덕리322-15,054-292-1128
603,경상북도,연일점,경북 포항시 남구 연일읍 동문로21번길 45,054-285-9293
604,경상북도,동해점,경북 포항시 남구동해면 약전1리291-1,054-284-4957
605,경상북도,효자점,경북 포항시 남구 효자동 308-16,054-282-3324
606,경상북도,해도점,경북 포항시 해도2동31-4,054-272-0555
607,경상북도,흥해점,경북 포항시 북구 흥해읍 흥해로 21,054-261-7786
608,경상북도,환호점,경북 포항시 북구환호동512-7,054-252-6588
609,경상북도,기계점,경북 포항시 북구 기계면 현내리 404-5,054-246-0088
610,경상북도,감포점,경북 경주시 감포읍 감포리 50-2,054-777-3457
611,경상북도,건천점,경북 경주시 건천읍 단석로 1995-2번지,054-751-9077
612,경상북도,죽도점,경북 포항시 북구 죽도로28번길 52(죽도동),054-274-9466
613,경상북도,달전점,경북 포항시 북구 흥해읍 달전로 365,054-261-7892
614,경상북도,북면점,경북 울진군 북면 덕구온천로 28,054-783-0747
615,경상북도,청통점,경북 영천시 청통로 116,054-337-4723
616,경상북도,용강점,경북 경주시 승삼3길 18-1(용강동),054-777-4262
617,경상북도,충효점,경북 경주시 충효녹지길 128-9(충효동),054-742-8285
618,경상북도,아화점,경북 경주시 서면 내서로 406,054-751-0331
619,대구광역시,신암점,대구광역시 동구 신암4동612-53,053-958-3999
620,경상북도,성주점,경북 성주군 성주읍 성산리 2098-2번지,054-931-9292
621,경상북도,선남점,경북 성주군 선남면 관화리670-3,054-931-1116
622,경상북도,진량점,경북 경산시 진량읍 신상리 205-1,053-851-9959
623,경상북도,사동점,경북 경산시 원효로 36길 22,053-801-9007
624,대구광역시,범물2호점,대구광역시 수성구 범물동1369-11,053-782-7631
625,대구광역시,두산들안점,대구광역시 수성구 들안로20길 41,053-763-1002
626,대구광역시,효신점,대구광역시 동구신천4동436-7,053-756-6114
627,대구광역시,범어점,대구광역시 수성구 범어4동114-1,053-745-5598
628,대구광역시,진천사랑점,대구광역시 달서구 월배로 32-1 진천우체국,053-643-0006
629,대구광역시,화원점,대구광역시 달성군 화원읍 화원로 1길 12,053-636-9995
630,대구광역시,상인점,"대구광역시 달서구 월배로40길 135 (상인동,1층)",053-636-4333
631,대구광역시,대명1호점,대구광역시 남구 대명10동 1645-8,053-622-9888
632,대구광역시,논공점,대구광역시 달성군 논공읍 북리 803-142,053-615-0697
633,대구광역시,현풍점,대구광역시 달성군 현풍면 중리295-1,053-611-9233
634,대구광역시,매곡점,대구광역시 달성군 다사읍 매곡리 1549-1,053-586-9983
635,대구광역시,대평리점,대구광역시 서구 평리3동1035-22,053-566-5477
636,대구광역시,감삼점,대구광역시 달서구 감삼동205-12,053-566-0292
637,대구광역시,중평점,대구광역시 서구 국채보상로34길12.129-119,053-559-9989
638,경상북도,신천점,대구공역시 동구 신천동633 동신우방상가108-108,053-422-9277
639,대구광역시,방촌점,대구광역시 동구 방촌동902-7 현대상가,053-984-3185
640,대구광역시,시지1호점,대구광역시 수성구 노변공원로1길 6-5(시지동),053-793-9960
641,대구광역시,두류내당점,"대구광역시 달서구 야외음악당로 163, 1충(두류동)",053-654-2064
642,대구광역시,대명계대점,대구광역시 남구 대명3동2262-47번지,053-652-9982
643,대구광역시,명곡점,대구광역시 달성군 화원읍 상암로71201호2층,053-644-9902
644,대구광역시,죽곡점,대구광역시 달성군 다사읍 대실역남로 4길 30-26,053-568-8870
645,대구광역시,파동점,대구광역시 수성구 파동로 192,053-768-8899
646,대구광역시,산격점,대구광역시 북구 대동로 45(산격동),053-951-8890
647,경상북도,동명점,경북 칠곡군 동명면 금암중앙길 42,054-976-7981
648,경상북도,삼청공단점,경북 칠곡군 왜관읍 삼청리410-32,054-973-4489
649,경상북도,왜관점,경북 칠곡군 왜관읍왜관리774,054-971-4110
650,경상북도,석적중리점,경북 칠곡군 석적읍 중리201-10,054-971-3825
651,대구광역시,용산점,대구광역시 달서구 성지로18길 10-4. 1층(용산동),053-586-7999
652,대구광역시,서재점,대구광역시 달성군 다사읍 서재리 서재로 108,053-585-8145
653,대구광역시,성서1호점,대구광역시 달서구 이곡동 752-19,053-582-1256
654,경상북도,고아점,경북 구미시 고아읍 오로리 460-1에덴상가 203호,054-481-3006
655,경상북도,옥계점,경북 구미시 구포동671-2,054-475-9950
656,경상북도,산동점,경북 구미시 산동면 강동로 1028-6,054-475-8299
657,경상북도,진평점,경북 구미시 진평동458,054)-471-1741
658,경상북도,구미1호점,경북 구미시 신평1동150-17,054)-463-4545
659,경상북도,상모점,경북 구미시 상사서로 92(상모동.마동1층),054)-462-9982
660,경상북도,원평점,경북 구미시 남통동14-44,054)-458-6117
661,경상북도,도량점,경북 구미시 도량동245-2,054)-442-1414
662,경상북도,원호점,경북 구미시 고아읍 원호리 449번지,054)-441-1033
663,경상북도,대곡점,경북 김천시 부곡동 990-1,054-437-8292
664,경상북도,직지점,경북 김천시 대항면복전리548-32,054-436-8998
665,경상북도,신음점,경북 김천시 신음동1302-5,054-435-2292
666,대구광역시,침산점,대구광역시 북구 침산동456-7침산2지구아파트101-12,053-353-9959
667,경상북도,인의황상점,경북 구미시 여헌로14길 10,054-474-7940
668,경상북도,덕곡율곡점,"경북 김천시 아포대로 22, 외2필지(덕곡동)",054-437-9992
669,경상북도,증산점,경북 김천시 증산면 유성리 254-7,054-437-3823
670,경상북도,아포점,경북 김천시 아포읍 국사리 1047번지102호,054-431-0082
671,경상북도,지좌점,경북 김천시 황산2길 36 (지좌동),054-434-1919
672,대구광역시,팔달점,대구광역시 서구 서대구로68길 58(비산동),053-352-9959
673,대구광역시,칠곡2지구점,대구광역시 북구 구암동 684-5,053-326-9949
674,대구광역시,태전점,"대구광역시 북구 칠곡중앙대로53길32,상가동107호",053-311-9930
675,대구광역시,금호샛별점,대구광역시 북구 한강로 6길3.1층(사수동),053-311-7999
